-4.026449, -0.159214, 2.181118, -0.624450, -0.170820, 1.856715, -0.053716, -0.038779, 0.465108
-4.026449, -0.159214, 2.181118, -0.664714, -0.172412, 1.878526, -0.060363, -0.040503, 0.483894
-4.026449, -0.159214, 2.181118, -0.704979, -0.174005, 1.900337, -0.067413, -0.042243, 0.502897
-4.026449, -0.159214, 2.181118, -0.745243, -0.175597, 1.922148, -0.074865, -0.043999, 0.522119
-4.188656, -0.235230, 1.858499, -0.787130, -0.177949, 1.940733, -0.082736, -0.045779, 0.541526
-4.188656, -0.235230, 1.858499, -0.829016, -0.180301, 1.959318, -0.091026, -0.047582, 0.561119
-4.188656, -0.235230, 1.858499, -0.870903, -0.182654, 1.977903, -0.099735, -0.049408, 0.580898
-4.188656, -0.235230, 1.858499, -0.912789, -0.185006, 1.996488, -0.108863, -0.051258, 0.600863
-4.188656, -0.235230, 1.858499, -0.954676, -0.187358, 2.015073, -0.118410, -0.053132, 0.621014
-4.246117, -0.237625, 1.436521, -0.997137, -0.189734, 2.029438, -0.128381, -0.055029, 0.641308
-4.246117, -0.237625, 1.436521, -1.039598, -0.192111, 2.043804, -0.138777, -0.056950, 0.661746
-4.246117, -0.237625, 1.436521, -1.082059, -0.194487, 2.058169, -0.149598, -0.058895, 0.682328
-4.246117, -0.237625, 1.436521, -1.124521, -0.196863, 2.072534, -0.160843, -0.060864, 0.703053
-4.350265, -0.447716, 1.206678, -1.168023, -0.201340, 2.084601, -0.172524, -0.062877, 0.723899
-4.350265, -0.447716, 1.206678, -1.211526, -0.205817, 2.096668, -0.184639, -0.064935, 0.744866
-4.350265, -0.447716, 1.206678, -1.255029, -0.210295, 2.108735, -0.197189, -0.067038, 0.765953
-4.350265, -0.447716, 1.206678, -1.298531, -0.214772, 2.120801, -0.210174, -0.069186, 0.787161
-4.350265, -0.447716, 1.206678, -1.342034, -0.219249, 2.132868, -0.223595, -0.071379, 0.808490
-4.645948, -0.586579, 1.288080, -1.388493, -0.225115, 2.145749, -0.237480, -0.073630, 0.829947
-4.645948, -0.586579, 1.288080, -1.434953, -0.230981, 2.158630, -0.251829, -0.075940, 0.851534
-4.645948, -0.586579, 1.288080, -1.481412, -0.236846, 2.171511, -0.266643, -0.078308, 0.873249
-4.645948, -0.586579, 1.288080, -1.527872, -0.242712, 2.184391, -0.281922, -0.080735, 0.895093
-4.421492, -0.863110, 1.138443, -1.572087, -0.251343, 2.195776, -0.297643, -0.083249, 0.917050
-4.421492, -0.863110, 1.138443, -1.616302, -0.259974, 2.207160, -0.313806, -0.085848, 0.939122
-4.421492, -0.863110, 1.138443, -1.660517, -0.268605, 2.218545, -0.330411, -0.088534, 0.961307
-4.421492, -0.863110, 1.138443, -1.704732, -0.277237, 2.229929, -0.347458, -0.091307, 0.983607
-4.421492, -0.863110, 1.138443, -1.748947, -0.285868, 2.241314, -0.364948, -0.094165, 1.006020
-4.195240, -1.216254, 1.146224, -1.790899, -0.298030, 2.252776, -0.382857, -0.097146, 1.028548
-4.195240, -1.216254, 1.146224, -1.832851, -0.310193, 2.264238, -0.401185, -0.100248, 1.051190
-4.195240, -1.216254, 1.146224, -1.874804, -0.322355, 2.275701, -0.419933, -0.103471, 1.073947
-4.195240, -1.216254, 1.146224, -1.916756, -0.334518, 2.287163, -0.439101, -0.106816, 1.096819
-4.377798, -1.635240, 2.047641, -1.960534, -0.350870, 2.307639, -0.458706, -0.110325, 1.119895
-4.377798, -1.635240, 2.047641, -2.004312, -0.367223, 2.328115, -0.478749, -0.113997, 1.143176
-4.377798, -1.635240, 2.047641, -2.048090, -0.383575, 2.348592, -0.499230, -0.117833, 1.166662
-4.377798, -1.635240, 2.047641, -2.091868, -0.399927, 2.369068, -0.520149, -0.121832, 1.190353
-4.377798, -1.635240, 2.047641, -2.135646, -0.416280, 2.389544, -0.541506, -0.125995, 1.214248
-3.637391, -1.985392, 2.566584, -2.172020, -0.436134, 2.415210, -0.563226, -0.130356, 1.238400
-3.637391, -1.985392, 2.566584, -2.208394, -0.455988, 2.440876, -0.585310, -0.134916, 1.262809
-3.637391, -1.985392, 2.566584, -2.244767, -0.475842, 2.466542, -0.607757, -0.139675, 1.287475
-3.637391, -1.985392, 2.566584, -2.281141, -0.495695, 2.492208, -0.630569, -0.144632, 1.312397
-3.637391, -1.985392, 2.566584, -2.317515, -0.515549, 2.517873, -0.653744, -0.149787, 1.337576
-3.072958, -2.337938, 3.129222, -2.348245, -0.538929, 2.549165, -0.677226, -0.155177, 1.363067
-3.072958, -2.337938, 3.129222, -2.378974, -0.562308, 2.580458, -0.701016, -0.160800, 1.388872
-3.072958, -2.337938, 3.129222, -2.409704, -0.585688, 2.611750, -0.725113, -0.166656, 1.414989
-3.072958, -2.337938, 3.129222, -2.440433, -0.609067, 2.643042, -0.749517, -0.172747, 1.441420
-1.811214, -2.768296, 3.247136, -2.458545, -0.636750, 2.675514, -0.774103, -0.179115, 1.468175
-1.811214, -2.768296, 3.247136, -2.476658, -0.664433, 2.707985, -0.798869, -0.185759, 1.495255
-1.811214, -2.768296, 3.247136, -2.494770, -0.692116, 2.740456, -0.823817, -0.192680, 1.522659
-1.811214, -2.768296, 3.247136, -2.512882, -0.719799, 2.772928, -0.848946, -0.199878, 1.550388
-1.811214, -2.768296, 3.247136, -2.530994, -0.747482, 2.805399, -0.874256, -0.207353, 1.578442
-1.525106, -2.786252, 3.458424, -2.546245, -0.775344, 2.839983, -0.899718, -0.215106, 1.606842
-1.525106, -2.786252, 3.458424, -2.561496, -0.803207, 2.874568, -0.925333, -0.223138, 1.635588
-1.525106, -2.786252, 3.458424, -2.576748, -0.831069, 2.909152, -0.951101, -0.231449, 1.664679
-1.525106, -2.786252, 3.458424, -2.591999, -0.858932, 2.943736, -0.977021, -0.240038, 1.694117
-0.026935, -3.196858, 3.217208, -2.592268, -0.890900, 2.975908, -1.002944, -0.248947, 1.723876
-0.026935, -3.196858, 3.217208, -2.592538, -0.922869, 3.008080, -1.028869, -0.258176, 1.753957
-0.026935, -3.196858, 3.217208, -2.592807, -0.954838, 3.040253, -1.054797, -0.267725, 1.784359
-0.026935, -3.196858, 3.217208, -2.593076, -0.986806, 3.072425, -1.080728, -0.277593, 1.815084
-0.026935, -3.196858, 3.217208, -2.593346, -1.018775, 3.104597, -1.106661, -0.287780, 1.846129
0.330400, -3.271078, 3.547608, -2.590042, -1.051486, 3.140073, -1.132562, -0.298295, 1.877530
0.330400, -3.271078, 3.547608, -2.586738, -1.084196, 3.175549, -1.158429, -0.309137, 1.909286
0.330400, -3.271078, 3.547608, -2.583434, -1.116907, 3.211025, -1.184263, -0.320306, 1.941396
0.330400, -3.271078, 3.547608, -2.580130, -1.149618, 3.246501, -1.210065, -0.331802, 1.973861
0.330400, -3.271078, 3.547608, -2.576826, -1.182329, 3.281977, -1.235833, -0.343626, 2.006680
1.461062, -3.452439, 3.050812, -2.562215, -1.216853, 3.312485, -1.261455, -0.355794, 2.039805
1.461062, -3.452439, 3.050812, -2.547605, -1.251378, 3.342993, -1.286931, -0.368308, 2.073235
1.461062, -3.452439, 3.050812, -2.532994, -1.285902, 3.373501, -1.312261, -0.381167, 2.106970
1.461062, -3.452439, 3.050812, -2.518384, -1.320427, 3.404009, -1.337445, -0.394371, 2.141010
1.624466, -3.686472, 3.123236, -2.502139, -1.357291, 3.435241, -1.362466, -0.407944, 2.175363
1.624466, -3.686472, 3.123236, -2.485894, -1.394156, 3.466474, -1.387325, -0.421886, 2.210027
1.624466, -3.686472, 3.123236, -2.469650, -1.431021, 3.497706, -1.412022, -0.436196, 2.245004
1.624466, -3.686472, 3.123236, -2.453405, -1.467886, 3.528939, -1.436556, -0.450875, 2.280293
1.624466, -3.686472, 3.123236, -2.437160, -1.504750, 3.560171, -1.460927, -0.465922, 2.315895
2.088342, -3.256713, 2.080561, -2.416277, -1.537318, 3.580976, -1.485090, -0.481295, 2.351705
2.088342, -3.256713, 2.080561, -2.395394, -1.569885, 3.601782, -1.509044, -0.496994, 2.387723
2.088342, -3.256713, 2.080561, -2.374511, -1.602452, 3.622588, -1.532789, -0.513019, 2.423949
2.088342, -3.256713, 2.080561, -2.353627, -1.635019, 3.643393, -1.556325, -0.529369, 2.460382
2.940678, -3.854665, 2.187702, -2.324220, -1.673566, 3.665270, -1.579568, -0.546105, 2.497035
2.940678, -3.854665, 2.187702, -2.294814, -1.712112, 3.687147, -1.602516, -0.563226, 2.533907
2.940678, -3.854665, 2.187702, -2.265407, -1.750659, 3.709024, -1.625170, -0.580732, 2.570997
2.940678, -3.854665, 2.187702, -2.236000, -1.789206, 3.730901, -1.647530, -0.598625, 2.608306
2.940678, -3.854665, 2.187702, -2.206593, -1.827752, 3.752779, -1.669596, -0.616902, 2.645834
